ps1_judgement_id	testset	ps1_id	langsrc	ps2_id	rank	tgt-1_score	tgt-2_score	ps2_judgement_id	langtgt	src-1	src-2	tgt-1	tgt-2	ref	
328	wmt12qe-training	328	es	338	-1	4.0	3.7	338	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	The role of the world-famous opponent of apartheid is taken on by Morgan Freeman, who was apparently chosen years ago by Mandela himself for his talent.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	El papel del mundo-famoso oponente del apartheid es asumido por Morgan Freeman, que fue elegido hace años, al parecer, por el propio Mandela por su talento.		
328	wmt12qe-training	328	es	339	-1	4.0	2.3	339	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	The supporting male role of the legendary South African rugby champion Francois Pienaar is played by Matt Damon.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	El apoyo del legendario papel masculino sudafricano campeón de rugby Francois Pienaar es desempeñado por Matt Damon.		
328	wmt12qe-training	328	es	340	1	4.0	5.0	340	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	Nelson Mandela	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Nelson Mandela		
328	wmt12qe-training	328	es	341	1	4.0	4.7	341	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	Nelson Rolihlahla Mandela was born on July 18th, 1918 in Mvez, in South Africa.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Nelson Mandela Rolihlahla nació el 18 de julio de 1918, en Mvez, en Sudáfrica.		
328	wmt12qe-training	328	es	342	1	4.0	5.0	342	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	In 1988 he was awarded the Sakharov Prize for Freedom of Thought, and in 1993 received the Nobel Peace Prize with de Klerk.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	En 1988 fue galardonado con el Premio Sajarov a la Libertad de Conciencia, y en 1993 recibió el Premio Nobel de la Paz con De Klerk.		
328	wmt12qe-training	328	es	343	1	4.0	4.2	343	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	He was president of South Africa from 1994 to 1999.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	l era presidente de Sudáfrica de 1994 a 1999.		
328	wmt12qe-training	328	es	344	-1	4.0	3.3	344	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	There were great expectations, as he appeared in public at a time when not only was South Africa busy preparing for the football world championship, but the media was also rife with worrying news about increasing racial hatred and discrimination by the black majority.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Había grandes expectativas, como ha aparecido en público en un momento en que no sólo fue Sudáfrica ocupada preparando para el campeonato mundial de fútbol, pero los medios de comunicación también estaba plagado de preocupantes noticias sobre el aumento de odio racial y la discriminación por la mayoría negra.		
328	wmt12qe-training	328	es	345	-1	4.0	2.2	345	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	According to the AP news agency, the response to the new film has so far been generally positive in South Africa, despite the number of objections to "brat-pack" Hollywood stars being cast in the main roles.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Según la agencia de noticias reunirá con el PA, la respuesta a la nueva película hasta ahora ha sido en general positivo en Sudáfrica, a pesar de que el número de objeciones a "brat-paquete" estrellas de Hollywood se emitidos en los principales papeles.		
328	wmt12qe-training	328	es	346	1	4.0	5.0	346	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	However, despite what he says, Morgan Freeman is proud of the new film.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Sin embargo, a pesar de lo que dice, Morgan Freeman está orgulloso de la nueva película.		
328	wmt12qe-training	328	es	347	-1	4.0	3.2	347	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	I had dreamt about this role for many years and prepared for it well.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Yo había soñado sobre este papel durante muchos años y preparados para bien.		
328	wmt12qe-training	328	es	348	-1	4.0	3.2	348	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	I met Nelson Mandela many times to, as they say, draw on his energy, he said in an interview after the film's grand premiere in Los Angeles.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Me reuní con Nelson Mandela, muchas veces, como se suele decir, llamar por su energía, dijo en una entrevista después de la película, el gran estreno en Los Ángeles.		
328	wmt12qe-training	328	es	349	1	4.0	4.2	349	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	I think it's good that we can commemorate Mandela and his mission in a film.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Creo que es bueno que podemos conmemorar Mandela y su misión en una película.		
328	wmt12qe-training	328	es	350	1	4.0	4.5	350	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	It is a story about South Africa, but it affects everybody, he added.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Es una historia de Sudáfrica, pero afecta a todos, añadió.		
328	wmt12qe-training	328	es	351	0	4.0	4.0	351	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	In the national rugby team uniform	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	En el equipo de rugby nacional uniforme		
328	wmt12qe-training	328	es	352	-1	4.0	3.3	352	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	In the film, Morgan Freeman tries to unite the two races and the populations that had so long been segregated and, like Nelson Mandela did in 1995, appears in the film in the South African national rugby uniform at the world cup match, which was won by South Africa.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	En la película, Morgan Freeman intenta unir las dos razas y las poblaciones que había sido tan largo y segregados, como Nelson Mandela hizo en 1995, aparece en la película en el uniforme de rugby nacional de Sudáfrica en la copa mundial, que fue ganada por Sudáfrica.		
328	wmt12qe-training	328	es	353	1	4.0	4.7	353	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	Perhaps a football championship can actually bring people together as one nation, said rugby player Chester Williams, who in 1995 was the only black person on the national team.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Quizás un campeonato de fútbol puede unir a la gente como una nación, dicho jugador de rugby Chester Williams, quien en 1995 era la única persona negra en el equipo nacional.		
328	wmt12qe-training	328	es	354	1	4.0	4.8	354	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	Whether the tense situation in South Africa will improve is only now becoming apparent.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Si la tensa situación en Sudáfrica mejorará sólo ahora se está haciendo evidente.		
328	wmt12qe-training	328	es	355	-1	4.0	2.7	355	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	White South Africans, however, are sceptical, as rugby fan Christopher Dawson, who fled the country to go to Britain, admitted in a recent interview for LN.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Los sudafricanos Blanco, sin embargo, son escépticos, como admirador de rugby Christopher Dawson, que huyeron del país para ir a Gran Bretaña, admitió en una entrevista reciente para LN.		
328	wmt12qe-training	328	es	356	1	4.0	4.5	356	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	The championship begins on June 11th, 2010.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	El campeonato empieza el 11 de junio, el año 2010.		
328	wmt12qe-training	328	es	357	-1	4.0	1.5	357	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	Transformer worth tens of millions of crowns burns in Louny region	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	La pena de transformadores decenas de millones de coronas Louny quemaduras en la región		
328	wmt12qe-training	328	es	358	-1	4.0	3.2	358	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	In the morning, a fire broke out in a transformer owned by Čeps at the switching station in the village of Výškov, near Louny.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Por la mañana, un incendio en un transformador propiedad de Čeps al cambio de estación en la localidad de Výškov, cerca de Louny.		
328	wmt12qe-training	328	es	359	-1	4.0	2.5	359	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	Six fire engines came out to fight the fire, said the spokesman for the Ústí regional firefighters, Lukáš Marvan.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Los motores de seis fuego salió a la lucha contra el fuego, dijo el portavoz de los bomberos, Lukáš Marvan Ústí regional.		
328	wmt12qe-training	328	es	360	-1	4.0	2.5	360	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	Originally, the firefighters wanted to let the transformer burn, but later changed their minds and are putting the fire out using a mix of water, foam, and special fire-suppression agents.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	En un principio, los bomberos quería dejar al quemar transformador, pero después cambiaron de opinión y están poniendo el fuego con una mezcla de agua, espuma, y especial fuego-represión agentes.		
328	wmt12qe-training	328	es	361	1	4.0	5.0	361	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	The fire was caused by a technical fault, a short circuit inside the transformer.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	El incendio fue provocado por un fallo técnico, un corto circuito dentro del transformador.		
328	wmt12qe-training	328	es	362	0	4.0	4.0	362	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	Nobody was hurt, and according to company spokesperson Pavla Mandátová, the incident will not hinder the safe operation of the distribution station.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Nadie fue herido, y según empresa portavoz Pavla Mandátová, el incidente no va a dificultar el funcionamiento seguro de la estación de distribución.		
328	wmt12qe-training	328	es	363	1	4.0	4.3	363	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	The damage is estimated at several tens of millions of crowns, although the exact figure will not be known until the fire has been extinguished.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Los daños se estima en varias decenas de millones de coronas, aunque la cifra exacta no se sabrá hasta que el fuego se ha apagado.		
328	wmt12qe-training	328	es	364	-1	4.0	3.5	364	en	Around 19 gunmen are apparently using the hostages as a human shield in their escape from the police.	Mandátová says that the ruined transformer will have to be replaced with a new one.	Alrededor de 19 de pistoleros aparentemente están utilizando los rehenes como escudo humano en sus escapar de la policía.	Mandátová dice que los transformadores arruinado tendrá que ser sustituido por uno nuevo.		
329	wmt12qe-training	329	es	330	0	5.0	5.0	330	en	Local negotiators are now trying to arrange the release of the remaining hostages.	According to AFP, the gunmen are part of the New People's Army (NPA), which is the armed faction of the Communist Party of the Philippines (CPP).	Los negociadores locales están intentando organizar la liberación de los rehenes.	Según AFP, los pistoleros forman parte del Nuevo Ejército Popular (NPA), que es la facción armada del Partido Comunista de Filipinas (CPP).		
329	wmt12qe-training	329	es	331	-1	5.0	2.5	331	en	Local negotiators are now trying to arrange the release of the remaining hostages.	According to AP, the police had originally been chasing the kidnappers following violence that occurred as accounts were settled between two local family clans.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Según AP, la policía había sido persiguiendo a los secuestradores tras la violencia que se produjo como cuentas fueron resueltas entre dos clanes familiares locales.		
329	wmt12qe-training	329	es	332	-1	5.0	4.8	332	en	Local negotiators are now trying to arrange the release of the remaining hostages.	In the province of Maguindanao, in the south of the Philippines, martial law has been declared due to the recent massacre which left 57 people dead.	Los negociadores locales están intentando organizar la liberación de los rehenes.	En la provincia de Maguindanao, en el sur de Filipinas, la ley marcial ha sido declarado debido a la reciente masacre que dejó 57 muertos.		
329	wmt12qe-training	329	es	333	-1	5.0	4.5	333	en	Local negotiators are now trying to arrange the release of the remaining hostages.	The governor of this southern Filipino province has been arrested on suspicion of involvement in the massacre, together with his father Andal Ampatuan, the patriarch of the influential Ampatuan family.	Los negociadores locales están intentando organizar la liberación de los rehenes.	El gobernador de la provincia del sur de filipinos ha sido detenido bajo sospecha de participación en la masacre, junto con su padre Andal Ampatuan, el patriarca de la familia Ampatuan influyentes.		
329	wmt12qe-training	329	es	334	0	5.0	5.0	334	en	Local negotiators are now trying to arrange the release of the remaining hostages.	Muslim separatists are also active on Mindanao.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Los separatistas musulmanes también están activos en Mindanao.		
329	wmt12qe-training	329	es	335	-1	5.0	4.2	335	en	Local negotiators are now trying to arrange the release of the remaining hostages.	But on Tuesday, these separatists renewed peace talks with the Filipino government.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Pero el martes, estos separatistas la reanudación de las conversaciones de paz con el Gobierno filipino.		
329	wmt12qe-training	329	es	336	0	5.0	5.0	336	en	Local negotiators are now trying to arrange the release of the remaining hostages.	The story of South Africa affects everyone, says Morgan Freeman alias Mandela	Los negociadores locales están intentando organizar la liberación de los rehenes.	La historia de Sudáfrica afecta a todo el mundo, dice Morgan Freeman alias Mandela		
329	wmt12qe-training	329	es	337	-1	5.0	4.0	337	en	Local negotiators are now trying to arrange the release of the remaining hostages.	In the next few days, the new Hollywood film Invictus by Clint Eastwood will hit American cinemas, depicting part of the life of the former South African president Nelson Mandela.	Los negociadores locales están intentando organizar la liberación de los rehenes.	En los próximos días, la nueva película de Hollywood Invictus por Clint Eastwood afectará a los cines estadounidenses, que representan una parte de la vida del ex presidente sudafricano Nelson Mandela.		
329	wmt12qe-training	329	es	338	-1	5.0	3.7	338	en	Local negotiators are now trying to arrange the release of the remaining hostages.	The role of the world-famous opponent of apartheid is taken on by Morgan Freeman, who was apparently chosen years ago by Mandela himself for his talent.	Los negociadores locales están intentando organizar la liberación de los rehenes.	El papel del mundo-famoso oponente del apartheid es asumido por Morgan Freeman, que fue elegido hace años, al parecer, por el propio Mandela por su talento.		
329	wmt12qe-training	329	es	339	-1	5.0	2.3	339	en	Local negotiators are now trying to arrange the release of the remaining hostages.	The supporting male role of the legendary South African rugby champion Francois Pienaar is played by Matt Damon.	Los negociadores locales están intentando organizar la liberación de los rehenes.	El apoyo del legendario papel masculino sudafricano campeón de rugby Francois Pienaar es desempeñado por Matt Damon.		
329	wmt12qe-training	329	es	340	0	5.0	5.0	340	en	Local negotiators are now trying to arrange the release of the remaining hostages.	Nelson Mandela	Los negociadores locales están intentando organizar la liberación de los rehenes.	Nelson Mandela		
329	wmt12qe-training	329	es	341	-1	5.0	4.7	341	en	Local negotiators are now trying to arrange the release of the remaining hostages.	Nelson Rolihlahla Mandela was born on July 18th, 1918 in Mvez, in South Africa.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Nelson Mandela Rolihlahla nació el 18 de julio de 1918, en Mvez, en Sudáfrica.		
329	wmt12qe-training	329	es	342	0	5.0	5.0	342	en	Local negotiators are now trying to arrange the release of the remaining hostages.	In 1988 he was awarded the Sakharov Prize for Freedom of Thought, and in 1993 received the Nobel Peace Prize with de Klerk.	Los negociadores locales están intentando organizar la liberación de los rehenes.	En 1988 fue galardonado con el Premio Sajarov a la Libertad de Conciencia, y en 1993 recibió el Premio Nobel de la Paz con De Klerk.		
329	wmt12qe-training	329	es	343	-1	5.0	4.2	343	en	Local negotiators are now trying to arrange the release of the remaining hostages.	He was president of South Africa from 1994 to 1999.	Los negociadores locales están intentando organizar la liberación de los rehenes.	l era presidente de Sudáfrica de 1994 a 1999.		
329	wmt12qe-training	329	es	344	-1	5.0	3.3	344	en	Local negotiators are now trying to arrange the release of the remaining hostages.	There were great expectations, as he appeared in public at a time when not only was South Africa busy preparing for the football world championship, but the media was also rife with worrying news about increasing racial hatred and discrimination by the black majority.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Había grandes expectativas, como ha aparecido en público en un momento en que no sólo fue Sudáfrica ocupada preparando para el campeonato mundial de fútbol, pero los medios de comunicación también estaba plagado de preocupantes noticias sobre el aumento de odio racial y la discriminación por la mayoría negra.		
329	wmt12qe-training	329	es	345	-1	5.0	2.2	345	en	Local negotiators are now trying to arrange the release of the remaining hostages.	According to the AP news agency, the response to the new film has so far been generally positive in South Africa, despite the number of objections to "brat-pack" Hollywood stars being cast in the main roles.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Según la agencia de noticias reunirá con el PA, la respuesta a la nueva película hasta ahora ha sido en general positivo en Sudáfrica, a pesar de que el número de objeciones a "brat-paquete" estrellas de Hollywood se emitidos en los principales papeles.		
329	wmt12qe-training	329	es	346	0	5.0	5.0	346	en	Local negotiators are now trying to arrange the release of the remaining hostages.	However, despite what he says, Morgan Freeman is proud of the new film.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Sin embargo, a pesar de lo que dice, Morgan Freeman está orgulloso de la nueva película.		
329	wmt12qe-training	329	es	347	-1	5.0	3.2	347	en	Local negotiators are now trying to arrange the release of the remaining hostages.	I had dreamt about this role for many years and prepared for it well.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Yo había soñado sobre este papel durante muchos años y preparados para bien.		
329	wmt12qe-training	329	es	348	-1	5.0	3.2	348	en	Local negotiators are now trying to arrange the release of the remaining hostages.	I met Nelson Mandela many times to, as they say, draw on his energy, he said in an interview after the film's grand premiere in Los Angeles.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Me reuní con Nelson Mandela, muchas veces, como se suele decir, llamar por su energía, dijo en una entrevista después de la película, el gran estreno en Los Ángeles.		
329	wmt12qe-training	329	es	349	-1	5.0	4.2	349	en	Local negotiators are now trying to arrange the release of the remaining hostages.	I think it's good that we can commemorate Mandela and his mission in a film.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Creo que es bueno que podemos conmemorar Mandela y su misión en una película.		
329	wmt12qe-training	329	es	350	-1	5.0	4.5	350	en	Local negotiators are now trying to arrange the release of the remaining hostages.	It is a story about South Africa, but it affects everybody, he added.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Es una historia de Sudáfrica, pero afecta a todos, añadió.		
329	wmt12qe-training	329	es	351	-1	5.0	4.0	351	en	Local negotiators are now trying to arrange the release of the remaining hostages.	In the national rugby team uniform	Los negociadores locales están intentando organizar la liberación de los rehenes.	En el equipo de rugby nacional uniforme		
329	wmt12qe-training	329	es	352	-1	5.0	3.3	352	en	Local negotiators are now trying to arrange the release of the remaining hostages.	In the film, Morgan Freeman tries to unite the two races and the populations that had so long been segregated and, like Nelson Mandela did in 1995, appears in the film in the South African national rugby uniform at the world cup match, which was won by South Africa.	Los negociadores locales están intentando organizar la liberación de los rehenes.	En la película, Morgan Freeman intenta unir las dos razas y las poblaciones que había sido tan largo y segregados, como Nelson Mandela hizo en 1995, aparece en la película en el uniforme de rugby nacional de Sudáfrica en la copa mundial, que fue ganada por Sudáfrica.		
329	wmt12qe-training	329	es	353	-1	5.0	4.7	353	en	Local negotiators are now trying to arrange the release of the remaining hostages.	Perhaps a football championship can actually bring people together as one nation, said rugby player Chester Williams, who in 1995 was the only black person on the national team.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Quizás un campeonato de fútbol puede unir a la gente como una nación, dicho jugador de rugby Chester Williams, quien en 1995 era la única persona negra en el equipo nacional.		
329	wmt12qe-training	329	es	354	-1	5.0	4.8	354	en	Local negotiators are now trying to arrange the release of the remaining hostages.	Whether the tense situation in South Africa will improve is only now becoming apparent.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Si la tensa situación en Sudáfrica mejorará sólo ahora se está haciendo evidente.		
329	wmt12qe-training	329	es	355	-1	5.0	2.7	355	en	Local negotiators are now trying to arrange the release of the remaining hostages.	White South Africans, however, are sceptical, as rugby fan Christopher Dawson, who fled the country to go to Britain, admitted in a recent interview for LN.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Los sudafricanos Blanco, sin embargo, son escépticos, como admirador de rugby Christopher Dawson, que huyeron del país para ir a Gran Bretaña, admitió en una entrevista reciente para LN.		
329	wmt12qe-training	329	es	356	-1	5.0	4.5	356	en	Local negotiators are now trying to arrange the release of the remaining hostages.	The championship begins on June 11th, 2010.	Los negociadores locales están intentando organizar la liberación de los rehenes.	El campeonato empieza el 11 de junio, el año 2010.		
329	wmt12qe-training	329	es	357	-1	5.0	1.5	357	en	Local negotiators are now trying to arrange the release of the remaining hostages.	Transformer worth tens of millions of crowns burns in Louny region	Los negociadores locales están intentando organizar la liberación de los rehenes.	La pena de transformadores decenas de millones de coronas Louny quemaduras en la región		
329	wmt12qe-training	329	es	358	-1	5.0	3.2	358	en	Local negotiators are now trying to arrange the release of the remaining hostages.	In the morning, a fire broke out in a transformer owned by Čeps at the switching station in the village of Výškov, near Louny.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Por la mañana, un incendio en un transformador propiedad de Čeps al cambio de estación en la localidad de Výškov, cerca de Louny.		
329	wmt12qe-training	329	es	359	-1	5.0	2.5	359	en	Local negotiators are now trying to arrange the release of the remaining hostages.	Six fire engines came out to fight the fire, said the spokesman for the Ústí regional firefighters, Lukáš Marvan.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Los motores de seis fuego salió a la lucha contra el fuego, dijo el portavoz de los bomberos, Lukáš Marvan Ústí regional.		
329	wmt12qe-training	329	es	360	-1	5.0	2.5	360	en	Local negotiators are now trying to arrange the release of the remaining hostages.	Originally, the firefighters wanted to let the transformer burn, but later changed their minds and are putting the fire out using a mix of water, foam, and special fire-suppression agents.	Los negociadores locales están intentando organizar la liberación de los rehenes.	En un principio, los bomberos quería dejar al quemar transformador, pero después cambiaron de opinión y están poniendo el fuego con una mezcla de agua, espuma, y especial fuego-represión agentes.		
329	wmt12qe-training	329	es	361	0	5.0	5.0	361	en	Local negotiators are now trying to arrange the release of the remaining hostages.	The fire was caused by a technical fault, a short circuit inside the transformer.	Los negociadores locales están intentando organizar la liberación de los rehenes.	El incendio fue provocado por un fallo técnico, un corto circuito dentro del transformador.		
329	wmt12qe-training	329	es	362	-1	5.0	4.0	362	en	Local negotiators are now trying to arrange the release of the remaining hostages.	Nobody was hurt, and according to company spokesperson Pavla Mandátová, the incident will not hinder the safe operation of the distribution station.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Nadie fue herido, y según empresa portavoz Pavla Mandátová, el incidente no va a dificultar el funcionamiento seguro de la estación de distribución.		
329	wmt12qe-training	329	es	363	-1	5.0	4.3	363	en	Local negotiators are now trying to arrange the release of the remaining hostages.	The damage is estimated at several tens of millions of crowns, although the exact figure will not be known until the fire has been extinguished.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Los daños se estima en varias decenas de millones de coronas, aunque la cifra exacta no se sabrá hasta que el fuego se ha apagado.		
329	wmt12qe-training	329	es	364	-1	5.0	3.5	364	en	Local negotiators are now trying to arrange the release of the remaining hostages.	Mandátová says that the ruined transformer will have to be replaced with a new one.	Los negociadores locales están intentando organizar la liberación de los rehenes.	Mandátová dice que los transformadores arruinado tendrá que ser sustituido por uno nuevo.		
330	wmt12qe-training	330	es	331	-1	5.0	2.5	331	en	According to AFP, the gunmen are part of the New People's Army (NPA), which is the armed faction of the Communist Party of the Philippines (CPP).	According to AP, the police had originally been chasing the kidnappers following violence that occurred as accounts were settled between two local family clans.	Según AFP, los pistoleros forman parte del Nuevo Ejército Popular (NPA), que es la facción armada del Partido Comunista de Filipinas (CPP).	Según AP, la policía había sido persiguiendo a los secuestradores tras la violencia que se produjo como cuentas fueron resueltas entre dos clanes familiares locales.		
